Unnamed: 0,atletas.foto,atletas.clube.id.full.name,atletas.variacao_num,atletas.rodada_id,atletas.entrou_em_campo,atletas.pontos_num,atletas.slug,atletas.apelido_abreviado,atletas.posicao_id,atletas.nome,atletas.apelido,atletas.atleta_id,atletas.clube_id,atletas.status_id,atletas.preco_num,atletas.media_num,atletas.jogos_num,DE,GS,A,CA,DS,FC,FD,FF,FS,FT,G,I,PS,SG,V,CV,DP,PP,PC,GC,posicao_nome,ranking_rodada,percentil_pontuacao,classificacao_desempenho,destaque_rodada
69,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,-0.07,28,True,0.7,gabriel,Gabriel,4,Gabriel Santana Pinto,Gabriel,73515,2305,6,5.22,2.7,19,,,1.0,2.0,4.0,6.0,5.0,6.0,18.0,,3.0,6.0,1.0,,,,,,,,Meia,242,27.89,Regular,False
70,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,-0.27,28,True,1.2,guilherme-marques,G. Marques,4,Guilherme Costa Marques,Guilherme Marques,73781,2305,7,4.17,1.22,4,,,,1.0,2.0,4.0,,2.0,5.0,,,,,,,,,,,,Meia,213,36.05,Regular,False
71,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,0.0,28,False,0.0,rincon,Rincón,4,Tomás Eduardo Rincón Hernández,Rincón,74187,277,5,3.28,1.27,16,,,,4.0,17.0,24.0,,7.0,7.0,,,,,,,1.0,,,,,Meia,0,0.0,Não Jogou,False
72,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,0.0,28,False,0.0,carrillo,Carrillo,4,André Martín Carrillo Díaz,Carrillo,77485,264,6,6.96,3.06,15,,,1.0,1.0,19.0,18.0,1.0,5.0,12.0,,1.0,2.0,,,,,,,,,Meia,0,0.0,Não Jogou,False
73,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,0.0,28,False,0.0,cedric-soares,C. Soares,2,Cédric Ricardo Alves Soares,Cédric Soares,77656,276,6,7.08,3.5,22,,,2.0,1.0,23.0,10.0,,3.0,8.0,,,,,6.0,,,,,,,Lateral,0,0.0,Não Jogou,False
74,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,-0.27,28,True,1.7,sergio-oliveira,S. Oliveira,4,Sérgio Miguel Relvas de Oliveira,Sérgio Oliveira,77664,292,6,8.32,4.28,9,,,,3.0,14.0,12.0,4.0,6.0,7.0,1.0,1.0,,,,,,,,,,Meia,190,43.32,Regular,False
75,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,0.0,28,False,0.0,romarinho,Romarinho,5,Romário Ricardo da Silva,Romarinho,77738,287,6,5.44,1.56,5,,,,,2.0,,1.0,2.0,4.0,,,,,,,,,,,,Atacante,0,0.0,Não Jogou,False
76,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,0.81,28,True,6.4,joao-schmidt,J. Schmidt,4,João Felipe Schmidt Urbano,João Schmidt,77777,277,3,5.39,2.39,21,,,2.0,6.0,30.0,35.0,2.0,7.0,8.0,,,1.0,,,,,,,,,Meia,61,82.2,Bom,False
77,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,FLU,-0.2,28,True,-0.3,everaldo,Everaldo,5,Everaldo Stum,Everaldo,78117,266,6,3.32,1.67,20,,,,1.0,3.0,18.0,6.0,9.0,12.0,1.0,2.0,1.0,,,,,,1.0,,,Atacante,301,9.5,Ruim,False
78,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,0.15,28,True,5.5,gustavo-henrique,G. Henrique,3,Gustavo Henrique Vernes,Gustavo Henrique,78248,264,3,7.35,3.71,15,,,,3.0,16.0,12.0,5.0,4.0,6.0,1.0,1.0,,,3.0,,,,,,,Zagueiro,72,78.64,Bom,False
79,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,0.0,28,False,0.0,vitinho,Vitinho,5,Victor Vinícius Coelho dos Santos,Vitinho,78435,264,5,7.75,3.82,8,,,1.0,,11.0,4.0,4.0,2.0,8.0,,,1.0,,,,,,,,,Atacante,0,0.0,Não Jogou,False
80,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,FLU,-0.11,28,True,5.5,rene,Renê,2,Renê Rodrigues Martins,Renê,78445,266,7,9.86,6.32,17,,,,,39.0,13.0,,3.0,15.0,,1.0,,,7.0,,,,,,,Lateral,72,78.64,Bom,False
81,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,-0.34,28,True,1.5,willian-arao,W. Arão,4,Willian Souza Arão da Silva,Willian Arão,78478,277,6,6.85,0.6,2,,,,,1.0,1.0,,,,,,,,,,,,,,,Meia,197,40.06,Regular,False
82,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,-0.28,28,True,2.0,gabriel,Gabriel,4,Gabriel Girotto Franco,Gabriel,78605,280,7,5.82,3.22,24,,,,10.0,46.0,34.0,1.0,6.0,22.0,1.0,1.0,,,,,,,,,,Meia,175,47.03,Regular,False
83,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,2.47,28,True,15.1,reinaldo,Reinaldo,2,Reinaldo Manoel da Silva,Reinaldo,78850,2305,7,12.03,7.66,25,,,4.0,5.0,25.0,19.0,10.0,17.0,20.0,,10.0,,,7.0,,,,1.0,2.0,,Lateral,5,98.81,Excelente,True
84,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,0.0,28,False,0.0,richard,Richard,1,Richard de Oliveira Costa,Richard,78851,354,6,4.53,-1.0,0,,,,1.0,,,,,,,,,,,,,,,,,Goleiro,0,0.0,Não Jogou,False
85,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,FLU,0.0,28,False,0.0,thiago-santos,T. Santos,3,Thiago dos Santos,Thiago Santos,78855,266,6,6.98,4.35,7,,,,2.0,5.0,8.0,,1.0,3.0,,,,,5.0,,,,,,,Zagueiro,0,0.0,Não Jogou,False
86,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,-0.52,28,True,0.6,alex-muralha,A. Muralha,1,Alex Roberto Santana Rafael,Alex Muralha,79066,2305,3,2.82,2.12,7,21.0,10.0,,3.0,,,,,1.0,,,,,,,,,,,,Goleiro,247,26.85,Regular,False
87,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,-0.49,28,True,7.0,bruno-ferreira,B. Ferreira,1,Bruno Ferreira Ventura Diniz - de Lins,Bruno Ferreira,79266,354,7,6.94,4.24,19,51.0,18.0,,2.0,,1.0,,,9.0,,,,,6.0,,,,,,,Goleiro,50,85.31,Bom,False
88,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,FLU,-0.24,28,True,1.5,cano,Cano,5,Germán Ezequiel Cano,Cano,79631,266,2,9.1,4.85,18,,,,1.0,4.0,8.0,4.0,19.0,22.0,2.0,6.0,4.0,,,,,,,,,Atacante,197,40.06,Regular,False
89,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,-0.13,28,True,0.0,lucas-silva,L. Silva,4,Lucas Silva Borges,Lucas Silva,79701,283,7,4.73,2.47,26,,,2.0,4.0,22.0,36.0,2.0,7.0,19.0,1.0,2.0,,,,,,,,,,Meia,273,15.73,Regular,False
90,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,0.0,28,False,0.0,helton-leite,H. Leite,1,Helton Brant Aleixo Leite,Helton Leite,79973,356,6,5.13,1.77,4,12.0,9.0,,,,,,,1.0,,,,,,,,,,,,Goleiro,0,0.0,Não Jogou,False
91,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,0.0,28,False,0.0,saul,Saúl,4,Saúl Ñíguez Esclapez,Saúl,80061,262,2,9.98,4.17,8,,,1.0,1.0,16.0,17.0,1.0,6.0,3.0,1.0,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
92,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,0.0,28,False,0.0,ze-roberto,Z. Roberto,5,José Roberto Assunção de Araújo Filho,Zé Roberto,80076,292,6,6.0,0.0,0,,,,,,,,,,,,,,,,,,,,,Atacante,0,0.0,Não Jogou,False
93,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,-0.33,28,True,0.4,jadson,Jadson,4,Jadson Alves dos Santos,Jadson,80129,286,7,5.65,3.15,23,,,1.0,7.0,38.0,33.0,3.0,6.0,40.0,,,2.0,,,,,,,1.0,,Meia,259,23.44,Regular,False
94,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,-0.77,28,True,0.0,yago-pikachu,Y. Pikachu,4,Glaybson Yago Souza Lisboa,Yago Pikachu,80196,356,2,5.17,2.34,22,,,1.0,2.0,8.0,8.0,6.0,5.0,16.0,1.0,2.0,3.0,1.0,,,,,,,,Meia,273,15.73,Regular,False
95,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,-1.41,28,True,0.9,luciano,Luciano,5,Luciano da Rocha Neves,Luciano,80287,276,7,9.22,5.55,23,,,3.0,8.0,19.0,23.0,16.0,22.0,33.0,,6.0,4.0,2.0,,,,,1.0,,,Atacante,232,30.86,Regular,False
96,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,0.0,28,False,0.0,gilberto,Gilberto,2,Gilberto Moraes Júnior,Gilberto,80313,265,2,7.95,4.44,17,,,,5.0,24.0,14.0,2.0,5.0,9.0,,1.0,1.0,,6.0,,,,,,,Lateral,0,0.0,Não Jogou,False
97,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,-0.65,28,True,3.0,wendell,Wendell,2,Wendell Nascimento Borges,Wendell,80570,276,6,9.67,4.99,15,,,1.0,,22.0,12.0,,3.0,16.0,,,,,6.0,,,,,,,Lateral,139,58.46,Regular,False
98,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,-0.08,28,True,6.2,lucas-lima,L. Lima,4,Lucas Rafael Araújo Lima,Lucas Lima,80583,292,7,7.0,4.14,22,,,4.0,9.0,17.0,25.0,9.0,3.0,35.0,,4.0,6.0,,,,,,,,,Meia,64,81.31,Bom,False
99,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,0.0,28,False,0.0,jair,Jair,4,Jair Rodrigues Júnior,Jair,81091,267,5,4.63,2.07,10,,,,3.0,14.0,12.0,,1.0,11.0,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
100,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,-1.66,28,True,-1.0,lucas-mugni,L. Mugni,4,Lucas Andrés Mugni,Lucas Mugni,81121,354,7,6.02,3.35,20,,,3.0,5.0,22.0,27.0,3.0,6.0,10.0,1.0,2.0,2.0,,,,,,,,,Meia,327,3.26,Ruim,False
101,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,0.0,28,False,0.0,mayke,Mayke,2,Mayke Rocha de Oliveira,Mayke,81150,277,6,8.01,4.55,11,,,,2.0,24.0,17.0,1.0,2.0,7.0,,,1.0,,3.0,,,,,,,Lateral,0,0.0,Não Jogou,False
102,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,0.0,28,False,0.0,goncalo-paciencia,G. Paciência,5,Gonçalo Mendes Paciência,Gonçalo Paciência,81401,292,6,5.5,0.58,4,,,,,,2.0,,3.0,1.0,,,,,,,,,,,,Atacante,0,0.0,Não Jogou,False
103,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,-0.16,28,True,0.5,alisson,Alisson,4,Alisson Euler de Freitas Castro,Alisson,81845,276,6,4.46,1.96,22,,,1.0,4.0,15.0,17.0,6.0,4.0,29.0,,,1.0,,,,,,,,,Meia,249,25.07,Regular,False
104,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,0.0,28,False,0.0,joao-ricardo,J. Ricardo,1,João Ricardo Riedi,João Ricardo,81881,356,5,11.84,5.87,13,51.0,18.0,,,,,,,2.0,,,,,6.0,,,,,,1.0,Goleiro,0,0.0,Não Jogou,False
105,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,0.0,28,False,0.0,willian-oliveira,W. Oliveira,4,Willian Osmar de Oliveira Silva,Willian Oliveira,81952,287,6,4.7,2.77,11,,,,4.0,18.0,16.0,1.0,7.0,11.0,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
106,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,-0.05,28,True,0.0,chico-kim,C. Kim,4,Francisco Hyun-Sol Kim,Chico Kim,82407,2305,6,4.18,1.6,11,,,,1.0,8.0,6.0,1.0,1.0,11.0,,,,1.0,,,,,,,,Meia,273,15.73,Regular,False
107,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,1.18,28,True,13.4,ze-rafael,Z. Rafael,4,José Rafael Vivian,Zé Rafael,82455,277,7,9.14,4.68,18,,,,2.0,36.0,27.0,1.0,9.0,34.0,2.0,1.0,,1.0,,,,,,,,Meia,10,97.33,Muito Bom,True
108,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,FLU,0.0,28,False,0.0,otavio,Otávio,4,Otávio Henrique Passos Santos,Otávio,82463,266,6,5.46,1.82,4,,,,,3.0,5.0,,1.0,7.0,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
109,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,0.89,28,True,9.6,luiz-araujo,L. Araújo,5,Luiz de Araújo Guimarães Neto,Luiz Araújo,82627,262,2,9.98,5.26,25,,,2.0,2.0,31.0,24.0,9.0,13.0,18.0,2.0,6.0,1.0,,,,,,,,,Atacante,24,93.18,Bom,True
110,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,0.0,28,False,0.0,tinga,Tinga,2,Guilherme de Jesus da Silva,Tinga,82628,356,5,8.33,4.11,10,,,,1.0,11.0,6.0,,3.0,4.0,,1.0,,,3.0,,,,,,,Lateral,0,0.0,Não Jogou,False
111,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,0.0,28,False,0.0,marcelo-hermes,M. Hermes,2,Marcelo Gazella Hermes,Marcelo Hermes,82639,286,7,7.18,4.89,11,,,2.0,2.0,17.0,12.0,4.0,7.0,7.0,,,,,2.0,,,,,,,Lateral,0,0.0,Não Jogou,False
112,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,0.0,28,False,0.0,lucas-ramon,L. Ramon,2,Lucas Ramon Batista Silva,Lucas Ramon,82775,2305,5,9.24,6.12,23,,,2.0,6.0,45.0,22.0,7.0,6.0,32.0,,2.0,3.0,1.0,6.0,,,,,,,Lateral,0,0.0,Não Jogou,False
113,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,-0.63,28,True,-1.3,rafael-thyere,R. Thyere,3,Rafael Thyere de Albuquerque Marques,Rafael Thyere,83048,292,7,5.3,2.71,14,,,,1.0,12.0,8.0,1.0,2.0,5.0,1.0,,,,3.0,,,,,,,Zagueiro,330,2.08,Ruim,False
114,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,0.0,28,False,0.0,alan-benitez,A. Benítez,2,Alan Max Benítez Domínguez,Alan Benítez,83251,285,6,5.14,1.87,7,,,,,4.0,5.0,3.0,,,,,,,1.0,,,,,,,Lateral,0,0.0,Não Jogou,False
115,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,-1.38,28,True,-0.3,gabriel,Gabriel,5,Gabriel Barbosa Almeida,Gabriel,83257,283,7,6.55,3.35,22,,,2.0,4.0,4.0,5.0,8.0,8.0,8.0,,6.0,9.0,,,,,,1.0,,,Atacante,301,9.5,Ruim,False
116,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,0.09,28,True,4.7,leo-pereira,L. Pereira,3,Leonardo Pereira,Léo Pereira,83528,262,7,9.63,5.21,24,,,,4.0,17.0,19.0,3.0,7.0,10.0,1.0,3.0,,,14.0,,,,,2.0,,Zagueiro,87,73.44,Regular,False
117,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,0.0,28,False,0.0,neris,Neris,3,Hueglo dos Santos Neris,Neris,83786,287,6,2.06,-0.68,5,,,,1.0,1.0,8.0,1.0,,1.0,,,2.0,,,,1.0,,,,,Zagueiro,0,0.0,Não Jogou,False
118,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,0.0,28,False,0.0,tiquinho-soares,T. Soares,5,Francisco das Chagas Soares dos Santos Meireles,Tiquinho Soares,84042,277,6,7.05,2.96,22,,,3.0,3.0,8.0,27.0,6.0,11.0,33.0,,2.0,5.0,1.0,,,,,,,,Atacante,0,0.0,Não Jogou,False
119,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,0.0,28,False,0.0,ruan-carneiro,R. Carneiro,1,Eudes Ruan de Souza Carneiro,Ruan Carneiro,84094,286,6,2.41,2.55,2,7.0,4.0,,,,,,,,,,,,,,,,,,,Goleiro,0,0.0,Não Jogou,False
120,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,0.0,28,False,0.0,jemerson,Jemerson,3,Jemerson de Jesus Nascimento,Jemerson,84263,284,6,4.77,3.2,9,,,,3.0,11.0,14.0,1.0,1.0,3.0,1.0,1.0,,,1.0,,,,,,,Zagueiro,0,0.0,Não Jogou,False
121,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,0.0,28,False,0.0,fernando-sobral,F. Sobral,4,Fernando Pereira do Nascimento,Fernando Sobral,84428,354,6,5.0,1.56,22,,,,7.0,21.0,28.0,,4.0,14.0,,1.0,1.0,,,,,,,,,Meia,0,0.0,Não Jogou,False
122,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,0.23,28,True,3.2,romarinho,Romarinho,5,José Romário Silva de Souza,Romarinho,84523,292,7,4.08,2.36,15,,,1.0,,3.0,1.0,2.0,3.0,11.0,,2.0,1.0,,,,,,,,,Atacante,132,60.68,Regular,False
123,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,0.49,28,True,4.9,lucas-romero,L. Romero,4,Lucas Daniel Romero,Lucas Romero,84558,283,7,8.08,4.41,25,,,2.0,9.0,54.0,26.0,3.0,8.0,37.0,,1.0,1.0,,,,,,,,,Meia,86,74.78,Regular,False
124,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,0.0,28,False,0.0,lucas-evangelista,L. Evangelista,4,Lucas Evangelista Santana de Oliveira,Lucas Evangelista,84674,275,5,6.28,3.36,19,,,1.0,2.0,23.0,20.0,4.0,2.0,20.0,,2.0,,,,,,,,,,Meia,0,0.0,Não Jogou,False
125,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,-0.09,28,True,0.2,jorginho,Jorginho,4,Jorge Luiz Frello Filho,Jorginho,84735,262,7,6.35,1.4,12,,,,5.0,15.0,19.0,1.0,1.0,6.0,,,,,,,,,,,,Meia,262,21.51,Regular,False
126,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,0.0,28,False,0.0,varela,Varela,2,Guillermo Varela Olivera,Varela,84816,262,2,8.77,5.09,17,,,4.0,,9.0,4.0,1.0,1.0,7.0,,,2.0,,10.0,,,,,1.0,,Lateral,0,0.0,Não Jogou,False
127,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,0.38,28,True,3.8,luan-peres,L. Peres,3,Luan Peres Petroni,Luan Peres,84847,277,7,5.51,2.84,18,,,,4.0,21.0,23.0,1.0,,9.0,,,1.0,,5.0,,,,,,,Zagueiro,116,65.58,Regular,False
128,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,0.02,28,True,0.7,oscar-romero,O. Romero,4,Óscar David Romero Villamayor,Óscar Romero,85034,285,3,4.55,1.7,14,,,1.0,3.0,7.0,6.0,1.0,5.0,18.0,,,,,,,,,,1.0,,Meia,242,27.89,Regular,False
129,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,-0.06,28,True,0.0,memphis-depay,M. Depay,5,Memphis Depay,Memphis Depay,85048,264,7,13.07,5.2,16,,,3.0,4.0,7.0,11.0,11.0,10.0,20.0,2.0,4.0,1.0,,,,,,1.0,,,Atacante,273,15.73,Regular,False
130,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,0.0,28,False,0.0,vinicius-silvestre,V. Silvestre,1,Vinicius Silvestre da Costa,Vinicius Silvestre,85083,356,6,6.75,4.4,2,11.0,6.0,,,,,,,1.0,,,,,,,,,,,,Goleiro,0,0.0,Não Jogou,False
131,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,0.2,28,True,4.7,danielzinho,Danielzinho,4,Daniel de Oliveira Sertanejo,Danielzinho,85403,2305,7,5.47,2.83,25,,,2.0,4.0,23.0,30.0,4.0,8.0,49.0,1.0,,2.0,1.0,,,,,,,,Meia,87,73.44,Regular,False
132,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,0.0,28,False,0.0,joao-paulo,J. Paulo,1,João Paulo Silva Martins,João Paulo,85425,265,6,6.45,-1.0,0,,,,2.0,,,,,,,,,,,,,,,,,Goleiro,0,0.0,Não Jogou,False
133,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,0.0,28,False,0.0,alex-santana,A. Santana,4,Alex Paulo Menezes Santana,Alex Santana,85465,284,6,2.62,0.15,10,,,,5.0,1.0,12.0,,4.0,11.0,,,1.0,,,,,,,,,Meia,0,0.0,Não Jogou,False
134,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,0.0,28,False,0.0,ricardo-ryller,R. Ryller,4,Ricardo Ryller Ribeiro Lino Silva,Ricardo Ryller,85856,287,6,2.69,1.3,16,,,,3.0,15.0,28.0,4.0,2.0,7.0,,,1.0,,,,,,,,,Meia,0,0.0,Não Jogou,False
135,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,0.0,28,False,0.0,aylon,Aylon,5,Aylon Darwin Tavella,Aylon,85930,354,6,4.44,2.97,16,,,,3.0,12.0,19.0,4.0,6.0,18.0,1.0,2.0,2.0,1.0,,,,,,,,Atacante,0,0.0,Não Jogou,False
136,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,0.0,28,False,0.0,hyoran,Hyoran,4,Hyoran Kaue Dalmoro,Hyoran,85931,292,5,3.99,1.95,7,,,1.0,2.0,3.0,15.0,2.0,3.0,6.0,1.0,,1.0,,,,,,,,,Meia,0,0.0,Não Jogou,False
137,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,0.0,28,False,0.0,bolasie,Bolasie,5,Yannick Bolasie,Bolasie,86292,283,6,3.12,0.72,13,,,1.0,1.0,3.0,9.0,1.0,1.0,3.0,,,1.0,,,,,,,,,Atacante,0,0.0,Não Jogou,False
